Text,Score,Suggestion
ما از آبمیوه گیریش و چرخ گوشتش زیاد استفاده میکنیم که کاملا جوابگو نیازهای خونگی هستش  ,98,1
خریدش هدر دادن پوله نرم افزار اندروید قدیمی که به علت پایین بودن ورژن هیچ برنامه ای نمیتونی به راحتی  نصب کنی حاضرم با نصف قیمت بفروشمش وقتی به اینترنت وصل دائم هنگ میکنه  ,4,3
سه سال تقریبا هر روز ازش استفاده کردم  کیفیتش در برابر قیمتش بسیار ارزشمنده  ,88,1
دوستان تو خریدش شک نکنید حتما بخرید یه تلویزیون خوب و عالی ,76,2
من این لپ تاپ رو خریدم که باهاش کار تدوین فیلم انجام بدم ولی باید بگم که کلا لپ تاپ برای کارای تدوین اصلا بدرد نمیخوره حالا هر چقدر هم از سخت افزار خوبی برخوردار باشه اینو گفتم که گول اون کاربری مولتی مدیای که نوشته رو نخورید  ولی در کل لپ تاپ خوبیه متاسفانه برنامه ادیوس که یکی از نرم افزارهای تدوین فیلم هست روی این لپ تاپ عملکرد فوق العاده ضعیفی داشت من حتی بسختی میتونستم با فتوشاپ با این لپ تاپ کار کنم نمیخام بگم لپ تاپ بدی هست اما بدرد این کارهایی که گفتم نمیخوره با پول این لپ تاپ میتونید یه کیس خوب ببندید با قدرت خیلی بیشتر نسبت به قیمتش لپ تاپ خوبیه ولی بدرد کار من نخورد من تو استفاده از این برنامه ها از این لپ تاپ اصلا راضی نبودم یا علی ,60,3
این لپتاپ خیلی مناسب و جمع و جوره به کسایی که علاقه به مونیتور 14 اینچ دارن به شدت توصیه می کنم  پردازنده ی دستگاه سرعت و عملکرد خوبی به دستگاه داده و مناسب کار های روز مره است و هنگ نمیکنه  به راحتی ویندوز 10 روش نصب میشه ,68,1
با توجه به قیمتش عالیه  فقط اگر میکروفون برای ضبت صدا هو روش قرار داشت خیلی خوب می بود ,92,1
این محصول واقعا برای تلویزیون بسیار مناسبه  خود دستگاه یک شوک گیر خوب برای جلوگیری از آسیب رسوندن نوسانات برق به تلویزیون داره که از روی کنجکاوری با خازن چهارصد ولت تست شد و جالبه که هیچ شکی رو منتقل نکرد  بنظرم کیفیت ساخت ش رو دست کم نگیرید ,84,1
کارائیش خوبه ولی این که برام فرستادن درش درست کیپ نمیشه و لاش باز میمونه و بخار ازش بیرون میزنه ,68,2
من نزدیک به 7 ماه هست که از دیجی خریدم  بی نظیر هست  ,100,1
سرعت چاپش خوبه اما خیلی خوب نیست کیفیت ساختش خیلی خوب نیست یکم زود ترک ور میداره و ارزششم بد نیست چون توی دفتر کار زود مستهلک میشه ,84,1
دنبال پنکه بودم این مدل رو با توجه تعریف دوستان تهیه کردم اما در قطعه مشکلی بود که با تماس به دیجی کالا قرار شده ک برای تعویض اقدام کنن من به عنوان مصرف کننده ایرلنی کالای ایرانی میخرم اما به شرطی که تولید کننده به من مصرف کننده احترام بذاره و کالای با کیفیت تولید کند پنکه ای که خریدم خوبه اما چرا باید برای مونتاژ مشکل داشته باشم  چون خط تولید دقت نکرده کنترل کیفیت دقت نکرده و سوراخ روی بدنه تعبیه نشده      به امید اینکه کالای با کیفیت ایرلنی تولید بشه ,52,1
نقد سادهو کامل  قسمت های مختلف  1 گارانتی دوساله سازگار عالیه 2 درب لپ تاپ خیلی محکم نیست اما مثل میان رده های لنوو هم خیلی لق و شل نیست 3 جنس بدنه معمولیه رو به پایینه اما زننده نیست و راضی میشین 4 گرافیکش عالیه با این قیمت 5  رمش یکم کمه اما نه خیلی 6باتری متوسطه 7 هاردش ضعیفه و متوسط ارزیابی میشه 8 سی پی یو بد نیست سرعتش اما خیلی نبست 90 صفحه فول اچ دی و مات که عالیه اما رنگا خیلی زنده نیستن اما مرده هم نیستن   در کل خوبه و خیلی خوبه اما کامل نیست  10 درایوراش تو سایت ایسر واسه ویندوز 10 هستن همگی 11 کیبوردش نه خیلی محکم و پرفکته نه لق و شل   راضی کنندست و لق نمیزنن دکمه ها اما بنظر خیلی بادوام نیستن مثلا پنج سال  نور پس زمینه هم نداره مال من  درایو نوریشم مواد کهنه و لق و دقه روش زیاد فشار نیارین  12 در کل به این قیمت واقعا میارزه   اما بیشتر نه  یا علی  ,72,1
من حدودا یک سال این دوربین رو دارم خیلی راضیم برای یک الی دو سال عکاسی نیمه حرفه ای مناسبه ,64,1
ساخت ایران ولی خیلی خوبه ,100,1
عالیه مارک خوبی هم هست ,60,1
با سلام به همه دوستان من این هندزفری رو تقریبا یکساله که دارم و از کیفیت صداش خیلی راضیم   اما متاسفانه کیفیت پوشش سیم افتضاحه بعد از مدت کوتاهی روپوش سیم هدفون خود به خود پاره شده و سیم های داخلی دیده شدند درسته هنوز داره برام کار میکنه ولی از چند جا پاره شده ,52,3
سلام  من این تبلت رو تازه خریدم و هنوز به دستم نرسیده  به نظرم این تبلت ارزش خرید بالایی داره  1 ده اینچی  2 برند معتبریه  3  قیمت مناسبی داره  تنها عیبش ساپرت نکردن  سیم کارتِ که اونم اگر یه گوشی میون رده هم داشته باشید با hotspotگوشیتون جبران این عیبش رو بکنید ,80,1
گوشی خوبی ولی هیچ وقت باهاش کلش بازی نکنید چون زود خرابش میکنه  از دیگر ایرادتشم داغ شدنش کلا گوشی کار راه اندازیه ولی باطریش خیلییییی ضعیفه گوشی که بعد دو سال باید عوضش کرد چون اندرویدش زود خراب میشه  ,52,3
در یک کلام میتونم بگم نسبت به قیمت واقعاً ارزش خرید داره بعضی گفته بودن کفی کوچیکه   نسبت به اتوی قبلی ای که داشتیم مقداری کوچیکتره ولی نهایتاً میخوایم یه لباس 70  80 سانتی اتو کنیم دیگه قرار نیست 100 متر پارچه اتو کنیم    بعضی هم مخزن آب رو گفته بودن کوچیکه ولی به نظرم مناسبه قرار نیست با این آب لباس بشوریم که چند قطره ای شاید استفاده بشه من تو پیشنهاد شگفت انگیز خریدم و راضی ام ,88,1
این هدفون با استقبال جهانی بالایی روبرو بوده که دلیل آن کیفیت صدای خوب و قیمت مناسب آن است  در ضمن این هدفون دارای بیس قوی و واقعی میباشد  برعکس هدفون های بیتس که بیس اغراق شده و غیر واقعی دارند   ,88,1
من لب تاب هفته پیش به دستم رسید از خود دیجی کالا خریدم  واقعا لب تاب زیبا و قدرتمندیه  تمامی بازی ها و برنامه های روز دنیارو به آسانی بالا میاره  سرعت بالا اومدن ویندوز زیر 3 ثانیه کیفیت ساخت بدنه عالیه  به راحتی میتونم بگم که لب تاب همه چی تمومه ,100,1
کیفیت چاپ با کارتریج های اصلی خوبه  ولی هرگز به پای یک چاپگر مخصوص عکس اپسون نمیرسه هرگز  ولی با کارتریج شارژی میشه گفت افتضاحه پس باید همیشه از کارتریج اصلی استفاده کرد که مقرون به صرفه نیست  سیستم کاغذ کش هم احتمالا زود به مشکل بخوره چون کاغذ را باید رو به بالا بکشه وبرگدانه که میشه متصور بود بعد یه مدت از پس کاغذهای با گراماژ بالا برنیاد  اسکنر آن کیفیتش خوبه ولی جالبه هرگز به پای اسکنر چند کاره اپسون  RX500  که تکنولوژی ده سال قدیمی تری دراه نمیرسه  بسیار بزرگ وجاگیره هرگز برای یک عکاس مطلوب نیست ومقرون به صرفه نیست ولی برای امور خانگی ودفاتر اداری مطلوبه ,72,3
سلام دوستان پیشنهاد میکنم قبل از خرید هر مدل تلوزیون حتما از نزدیک کیفیت ساخت و تصویر شون خودتون مقایسه کنید من قبل از خرید این تلوزیون میخواستم  مدل پایینتر  سری7یا 8 با بررسی از طریق اینترنتی بخرم  ولی با دیدن تصویر سری کوانتوم دات  حتی با قیمت بالا   تصمیمم عوض شد چون از لحاظ تصویر قابل مقایسه نبودن  ضمنا hdr1500  توی بازیHORIZON با ps4 می فهمی یعنی چی   من این تلوزیون و سری  LG oled  رو پیشنهاد میکنم   ,88,1
همزن خوبیه مخصوصا برای استفاده در ظروف تفلون چون ظرف رو خط نمی اندازه ,68,1
به نظر من کنسول صداش کمتر دسته و کنسول سبکتر و دستگاه روان تر کار میکنه و میتونم به جرعت بگم تو ریجن هیچ فرقی نداره و اینو مطمعن باشین و فقط تو ریجن سه بجای ضربدر دایره رو میزنین که مسلما فرقی نداره و بهتتون پیشنهادم ریجن سه ریجن دو فقط بخاط اروپا بودنش مشهور شده ولی همشون یکین ساختشون و فقط اروپا ناحیه ای که برا تقسیم بندی پلی استیشن گذاشته اند ,100,1
سلام   چند روزی هست که خریدم به دستم رسیده   همون طوریه که انتظارشو داشتم فقط از صفحه نمایشش راضی نیستم و به همین دلیل خریدشو پیشنهاد نکردم وگرنه از بقیه جهات خیلی خوبه    البته انصافا توی این قیمت فکر نمیکنم صفحه نمایش باکیفیت تر پیدا بشه   فقط کاش مات بود که نیست متاسفانه  ,80,3
من رنگ مشکی خریدم که در کمال تعجب سیمش خاکستری بود  خیلی راحته  کل روز تو گوشت باشه حالیت نمیشه کیفیت سیمش خیلی بده آدم هر لحظه منتظره پاره بشه یکم طول میکشه به نحوه تو گوش گذاشتنش عادت کنی بیسش خیلی خوب نیست اما برای آهنگ های ملو و آروم فوقالعاده هست اگه خیلی تو طول روز استفاده می کنید عالیه اصلا گوش رو اذیت نمی کنه اما اگه خیلی آهنگ گوش نمی دید فکر کنم هنذفری سنهایزر بهتر باشه ,68,1
در این محدوده قیمت بهترین انتخاب ,88,1
کیفیت و طراحی بسیار عالی ,100,1
تازه از دیجی خریدم  طراحی خوبی داره  و تفاله ها تقریبا بی آب هستن   صداش متوسطه روی دور اول  در کل من راضی ام  ,84,1
من تازه خریدم راضی ام ,68,1
اگر واقع بیناننه ببینید با این قیمت خوب است انتظاری بیش از وب گردی  دین فیلم و کار با آفیس ندارید عالیست اما بغیر از این باشد باید هزینه بیشتر کنید  برای کارهای سبک خوبه سنگین خیر ,68,1
عالیه یعنی اخر سیستم با این قیمت ,100,1
این تنها تلویزیون آندرویدی است که آندروید کامل داره و پلی استور داره حتی میتونی لانچرشو عوض کنی   تمام تلویزیونهای دیگر آندرویدی که دیدم پلی استور ندارن و فقط تعداد محدودی برنامه خاص رو از آندروید اجرا میکنن ,84,1
جنسش چنان بی کیفیتی که انگار یه هدفون پنج هزار تومنی خریدم کیفیت صدا نسبت به قیمتش بد نیس اما متاسفانه بعد چند ماه استفاده از یکی از بلندگوهاش صدای خش خش خفیف میاد ,40,2
با سلام نمردیم ومعنی 1000 وات صدا رو هم متوجه شدیم  غول بی صدا  عدم همخوانی باios برای  بلوتوث نگاه اول میگی حتما این دستگاه شیشه های خانه رو تکون میده نه عزیزم از این خبرا نیست  اگه دوست داری اسپیکر قابل حمل با صدای شفاف گوش کنی خوبه وگرنه برای پارتی ومهمونی دستت تو حنا میمونه  من خودم دیگه تا صدای دستگاه صوتی رو از نزدیک گوش نکنم نمی خرم تنها راه نجات با این دستگاه داشتنه یک خروجی است که میتوانید با وصل شدن به باند اضافی یا اسپیکر دیگر خودتونو نجات بدین ,76,1
من اینو بخاطر ظاهر نسبتا مناسب و تعدد پورتهاش خریدم  و فکر میکردم ویندوز سون هم روش نصب بشه ولی غیر از ویندوز 10 قبول نکرد   نکته مهمی که لازمه بدونید همراه لپ تاپ فقط شارژر هست و از  سی دی درایور  مربوطه که قاعدتا باید همراه بسته بندی باشد خبری نبود و بناچار از سایت اچ پی دانلود کردم   در کل به نسبت کارآیی که انتظار داشتم نبود   ,60,2
سلام دوستان در یک کلام میتونم شما رو راهنمایی کنم هرکس میخواهد پرینتر جوهر افشان بخرد اگر این پرینتر را نخرد ضرر میکند ,88,1
من چند روزه این هدفون رو خریدم    میتونم بگم این دستگاه فوق العاده است  هم از نظر کیفیت صدا و  نویز و هم سبکی دستگاه  قبلا یکی نمونه این رو داشتم که از برندهای بیکیفیت چینی بود ولی این هدفون با اون اصلا قابل قیاس نیست  ,100,1
بنده این محصول را خریدم   نه کیفیت خوبی داره و دسته اش هم شکسته و حتی معلوم نیست چه کشوری این را ساخته ولی از کیفیت پایینش معلومه چینی هست  ,24,3
سلام  متاسفانه هزینه کارتریج جوهر افشان بیشتر از دستگاه خواهد شد لطفا با آگاهی خرید کنید من که دانشجو هستم بنا به کار خودم چاپ انجام می دم کمتر از یک هفته کارتریج ها نیاز به شارژ پیدا کرده که این کارتریج ها کمتر از 75هزار تومان نیست و فقط 3بار شارژ میشن کیت شارژ به سختی گیر میاد که داخل دیجی موجود نیست کارش خوب هست اما مشکل عدم خدمات پس از فروش بسیار جدی هست ضمن این مسئله که ای پرینتر قابلیت نصب مخزن فابریک نداره و تعمیرکاران توصیه کردند مخزن نصب نشه من صرفا قصد دارم فقط برای چاپ عکس خانوادگی ازش استفاده کنم البته باید هر چند روز یک بار باهاش کار کرد تا هد هاش خشک نشه امیدوارم مفید بوده باشه ,60,3
امروز بدستم رسید و پنکه واقعا مناسبی برای اتاق های 30 40 متری هستش  ,80,1
من این هدفون رو خریدم و فکر میکردم صورتیش خیلی دخترونه نباشه اما هست  موقع استفاده واقعا سبک هست و تو گوش خیلی راحت هست اما سیم و بقیه اجزا اذیتت میکنه  کیفیت صداشم معمولی هست و جدا سازی صداش هم اگه منظور این باشه که صدای ویولون و ساز دهنی و خواننده رو جدا میکنه اره خیلی شفاف هست تکنیکی نمیدونم جداسازی میکنه یا نه  در کل به نظرم نصف این قیمت تو بازار بتونید هندزفری های بهتری هم پیدا کنید  ,48,3
درب دستگاه اصلا خوب نیست مدل درب استیل محکمتر بود این در ب از نظر قدرت بی کیفیت است ,60,2
من اهل گیم نیستم  این لپ تاپ را صرفا به خاطر قدرت سخت افزارش خریدم اما در کل با اشکالاتی که در بالا گفتم از خرید خود راضی نیستم  اما احتمالا برای گیمر ها گزینه خوبی باشد  اگر اهل گیم نیستید یا 4K بودن برایتان اهمیتی ندارد پیشنهاد من خرید لپ تاپ های تاچ است  ,80,3
من این اتو رو خریدم همانطور که دوستان گفتن اتو خوبی هست فقط من چون به خاطر اینکه تو توضیحات نوشته بود بخاردهی عمودی فکر کردم میشه مثلا پالتو رو در حالت آویزان با بخار اتو زد که متاسفانه مثل اینکه نمی شه در حالت عمودی فقط چند بار با فشردن دکمه بخار لحظه ای بخار می زنه  و اینجوری نیس که دی این حالت بخار پیوسته جهت اتو کشی داشته باشه  در کل ویژگیهای خیلی عادی داره  ولی خوب باتوجه به اینکه من خیلی تحقیق کردم و فروشندگان زیادی معتقد بودند فیلیپس نامبر وان اتو ها است امیدوارم خوب باشه البته اینم بگم که واقعا بعد از اتصال به پریز تقریبا 30 ثانیه بیشتر طول نکشید که داغ بشه  از دجی کالا ممنونم چون با کد تخفیف مهر زمستانی و قیمت خوبش تقریبا 30 تومن ارزونتر از نمایندگی خریدم ,72,2
اعلارقم دفترچه های زیادی که همراه دارد دفترچه راهنمای مناسبی برای استفاده ندارد برای شروع کار و نصب اولیه باید وقتی را صرف خرید کابل دیتا نماییم این کابل را همراه داشت بهتر بود  ,68,1
خرد کنش زنگ زده  اعصابمو خورد کرده ,52,3
پرینتر ارزون  سبک و مجهز به وای فای  محافظ کاغذ که داره برای محیط گردوغبار مثل کارگاه خیلی خوبه   اصلا من بخاط همین نسبت به 12W ترجیحش دادم موقع پرینت خیلی کند و سروصدای زیاد و قرچ قروچ موقع فید شدن کاغذ  من قبلا مدل HP1212MF داشتم و خیلی عالی بوده و کمی توقعم بالتر از اینی که دیدم بود  ,64,2
لپ تاپ ها را در شرایط متفاوتی استفاده میکنیم و همیشه روی میز نمی گذاریمشان   گاهی روی پا   گاهی در ماشین و     صفحه نمایش دارای زاویه محدودی برای چرخش است و این محدودیت گاهی اوقات آزاردهنده است   فشار زیاد به مانیتور برای تغییر زاویه و رسیدن آن به انتهای محدوده چرخش میتواند باعث شکسته شدن لولای آن گردد   ,84,1
من چون جهت کاربرد های خانگی مثل اینترنت و موسیقی و   گرفتم از انتخابم راضیم ,72,1
بعد از یک ماه بازی میتونم بگم که سخت افزار بسیار قویی داره و جی تی ای وی رو روی تنظیمات بالا خیلی خوب و روون اجرا میکنه  60 فریم    در هنگام بازی های سنگین قسمت بالایی داغ میکنه و بهتره روی کول پد بزاریدش و پس از پایان بازی یک تا دو دقیقه بزارید که خنک بشه بعد خاموشش کنید  یه قابلیت جالبش هم مقابله در برابر گرد و خاکه که یه برنامه داره و هر سه ساعت اگه سیستم تحت پردازش سنگین نباشه فعال میشه و قابلیت فعال سازی دستی هم داره و گردو خاک رو از زیر دستگاه میزنه بیرون  یکی از نظر ها که دیدم نوشته بود که یک نقطه ضعف این دستگاه مکش هوا از زیر است به جای جلو  جواب  مشکل مکش هوا از جلو و خروج از عقب اینه کی کل دستگاه رو گردو خاک میگیره و بازده مکش میاد پایین و برای پردازش های متوسط فشار زیادی به فن ها میاد  ,68,1
حتما بخرید لازم میشه ,96,1
در کل لپ تاپ خوبیه برای نصب درایو یکم اذیت شدم چون سی دی همراهش نبود و با بدبختی از سایت اچ پی دانلودشون کردم  ظاهر خوب و شیکی داره ولی بدیش اینه که جای انگشت روی بدنه ش می مونه  اگه کارتون با لپ تاپ تایپ و فیلم دیدن و کلا کارای سبکه این لپ تاپ انتخاب خوبیه  ,64,1
کارتریج مصرفی این پرینتر 17A هستش که خیلی گرونه و در صورت شارژ مجدد هم چیپست تنظیم تونر کار نمیکنه که کیفیت پرینت رو خیلی میاره پایین فعلا برای خرید پرینتر مناسبی نیست ,68,3
بعد حدود دو هفته از خریدم  میخوام نظر خودمو بگم  از این خرید بسیار راضی هستم  بجای اینکه پرینتر مخزنی اپسون بگیرید با هزینه خیلی زیاد  اینو بگیرید و خودتون مخزن نصب کنید  اون دوستانی که میگن کاغذو دوتا دوتا میکشه باید بگم که اول کاغذارو یکم بازی بدید تا الکتریسیته ساکن اونها از بین بره  بعد در کاست قرار بدید  موقع لود کردن از پشت  فقط یک کاغذ بذارید   1   دوستانی که میگن گاهی کاغذای a3 رو نصفه تحویل میده  باید بگم که  بعد از نصب مخزن  روی پرینتر  باید نرم افزاری بریزید تا جوهر هارو همیشه 100 نشون بده و شما با خیال راحت پرینت بگیرید   2   با نصب برنامه Epson iprint هم میتونید براحتی با wifi پرینت بگیرید خیلی راحت شبکه میشه   خلاصه   صد درصد توصیه میکنم بخرید  هم از نظر کیفیت و هم سرعت و هم کارایی  واقعا بهترین پرینتریه که تابحال باهاش کار کردم    با تشکر از دیجیکالا عزیز ,72,1
من چند روز پیش خریدم خیلی شیک و عالیه رنگش از توی عکس یه کوچولو تیره تر هست محکم و ضخیمه و سنگین هم هست  در کل من راضی هستم بسته بندی خوبی هم داشت  ,60,1
من چند ماهه خریدم خیلی راضیم کاراییش و ارزشش خیلی خوبه ماهی تابه ش خیلی خوبه ساختش و طراحیش ,100,1
من سایز 8 رو خریدم و باهاش به طور همزمان ته میخ فولادی   ورق کابینت و دیوار  سیمانی رو سوراخ کردم  چند تای اول رو سوراخ کرد و مشکلی پیش نیومد ولی چند تای دیگه رو که سوراخ کردم یه کم سر مته کچل شد که بعد فهمیدم سه نظام رو خوب محکم نکرده بودم و به همین دلیل مته یکم تاب میزده و احتمالا همین باعث کچل شدن مته شده  در کل خوبه ولی یکم گرونه  ,96,1
اگر کیفیت تصویر براتون مهمتره نخرین اگه بچه کوچیک دارین و نگران ضربه خوردن هستین پلاسما گزینه خوبیه البته الجی با همین قیمت تلویزیون LED ساخته با فناوری IPS ضدضربه ,64,1
سلام من این اتو رو 2 هفته پیش خریدم و وقتی آب توی مخزن اتو ریختم و در حالت بخار قرارش دادم از زیر اتو به طرز وحشاتناکی آب سرازیر شد و کل لباس و میز  زمین کاملا خیس شد  اصلا از این اتو راضی نیستم ,0,3
جنس عالی کیفیت خوب برای داخل فر عالی از خریدم راضی ام ,100,1
ساخت چین ه که نسبت به قیمت ش نمی ارزه  دسته ش سنگین و خسته کننده ست بقیه چیزاش خوبه ,60,2
در ضمن بنده اینو از دیجی کالا خریدم ودیشب هم تست کامل کردم وتمام قطعات به دستگاه من می خوره  از دی جی کالا خواهشمندم عبارت زیر اسم کالا  مکمل غذاساز بوش MUM84MP1  حذف کرده و عبارت  مناسب برای غذا ساز بوش مدل های MUM8400  MUM86A1  MUM86R1  MUM86S1  MUM86W1   MUM84MP1   رو در مشخصات کالا ذکر کنه  در ضمن این کالا و تعداد دیگری از کالا ها در نرم افزار گوشی در ادرس  لوازم خانگی برقی لوازم مکمل اشپزخانه   وجود دارد که این منو در ویندوز و با کامپیوتر وجود ندارد و این باعث می شود تعدادی از خریداران به این کالا دسترسی نداشته باشند  و فقط با سرچ کردن می توان به انها دست رسی پیدا کرد  از دیجی کالا خواهشمندم تصحیح بفرامایند متشکرم ,92,1
با سلام  من این هدفون رو دو روز هست که گرفتم و حتماً پیشنهاد میکنم  کیفیت ساخت عالی  کیفیت صداش هم خیلی خوبه  به دوستانی که دنبال یک هدفون هستند که هم در طول روز و هم در زمان ورزش کردن استفاده کنند این هدفون بسیار مناسب هست  ضمناً صدای محیط هم اصلاً مزاحمت ایجاد نمیکنه  ,88,1
جنس قرص و محکمی به نظر میرسد  یک لیتر روغن لازمه   یعنی یکی از این بطری روغنهای 900 گرمی  در هربار حدودا دوتا سیب زمینی متوسط را میتوان در سبد آن جا داد  سه تا نکته اگر شرکت در ساخت آن لحاظ میکرد بهتر بود  یکی اینکه تایمر می گذاشت  چرا که باید حواستون باشه و برای نوعذماده غذایی تایم بگیرید  دوم اینکه کلید خاموش روشن نداره و هربار باید سیم این دستگاه را بعد از استفاده از برق بیرون کشید  مورد سوم اینکه وقتی بعد پخت  سبد را برای خارج شدن روغن به لبه قابلمه آن تکیه می دهیم  ته سبد به روغن برخورد می کند و مانع    ,60,1
کلید 6 سرعته آن دیمری است  یعنی می توانید به طور پیوسته آن را افزایش دهید و مثلاً میان 4 و 5 هم می توانید بگذارید  قدرت دمندگی آن از ضعیف تا عالی قابل افزایش است  در سرعت حداکثر شماره 6  دمندگی خیلی عالی دارد و از فاصله چند متری هم اشیا را تکان می دهد  اما هنگامی که آن را تبدیل به حالت مکش می کنید  چندان کارایی ندارد و قدرت زیادی برای مکش گرد و غبارها ندارد  ظاهراً همه بلوورها همین طورند و کار اصلی شان  دمندگی است  نه مکندگی   انتهای سیمش سه شاخه دارد و مبدل به دو شاخه را باید خودتان بخرید  کیسه اش هم پارچه نازک و معمولی است و تعریفی ندارد  ,84,1
با توجه به قیمت اصلا ارزش خرید نداره حداقل مدلی بخرید که 64 بیتی باشه و صفحه نمایش ips داشته باشه ,60,3
برای کارهای دم دستی آشپزخانه عالیه ,100,1
فقط اسپیکرها ضعیفن ,100,1
این ماشین لباسشویی دارای برنامه های متنوع برای شستشو نسبت به مدل های هم رده خود می باشد   مثلا مدل 1466 که نسبت به این مدل جدیدتر ولی برنامه های شستشوی کمتری دارد    میزان مصرف برق  برای هر سیکل   مثلا شستشوی کتان  تقریبا برابر 1kw می باشد   درجه پاک کنندگی A   بالاترین درجه  و درجه خشک کنندگی آن نیز B می باشد   میزان صدا و لرزش در بالاترین دور آن  1400  خیلی کم بوده البته میزان صدا بسته به  مقدار لباس داخل آن و همچنین تراز بودن دستگاه متغییر است و در آخر اینکه مقدار  ظرفیت دستگاه که 7kg می باشد فقط مربوط به لباس های کتان بوده و برای لباسهای پشمی 2تا3 کیلوگرم می باشد  ,68,1
عالیه دوستان ,92,1
من 4 ماهه دارم و خیلی راضی هستم ,60,1
اگه تو تبلت های آندرویدی دنبال بهترین هستید  تب S2 رو بهتون پیشنهاد میکنم  سخت افزار قدرتمندی داره  صفحه نمایشش عالیه  وزنش کم و ظاهرش زیباست  با توجه به اختلاف قیمت یک میلیونیش با تب S3   و اینکه تب S3 جز قلم امکان خاص دیگه ای رو بهتون اضافه تر نمیده  خرید تب S2 مقرون به صرفه تره  من یک ساله دارمش و کاملا راضیم  البته الآن اگه بخوایید بخرید باید تب S2 new edition رو خریداری کنید که موجوده تو بازار  ,88,1
گارانتی دستگاه من هپ کن بود که اصلا پاسخگویی مناسبی ندارد ,36,3
بعد از چند بار استفاده ته دیگ بهش میچسبه ,60,2
این محصول در ایران بسیار نو اوری بالا یی داره چون مردم توان خرید تلوزیون 5K رو ندارن ,76,1
من اطلاع داشتم که باتری اضافه نداره ولی وقتی جعبشو باز کردم دیدم جای خالی برای باتری اضافی وجود داره ولی تماس گرفتم با دیجی کالا گفتند که ما اصلا حتی محصولی اگه پلمپ هم نباشه باز نمی کنیم چه برسه به این که پلمپ نمایندگی بوش روش هست پس احتمالا نبود باتری اضافه کار نمایندگی بوشه چندین بار هم با نمایندگی تماس گرفتم اصلا جواب تلفن نمیدادن  یه موضوع دیگه اینکه ابزار بوش معمولا ساخت مالزی و رنگ بدنه آبی کم رنگه ولی این سبزه نمیدونم شاید سری جدید از این رنگ استفاده میکنن یا کارخانه مجارستان این محصول رو انحصاری میزنه خدا میدونه  لطفا دوستانی که نیاز به باتری اضافه این پیچ گوشتی شارژی دارن همینجا بگن که دیجی کالا قرار بده  ,100,1
اصلا بهتون پیشنهاد نمیکنم  همین که از BIOS پشتیبانی نمیکنه  دهن منو سرویس کرده  سیستم عامل کم روش نصب میشه  نصب میشه اجرا نمیشه    خیلی درد سر داره   از خرید این لپتاپ پشیمون میشید  ,84,3
یک هفته پیش من این لبتاب رو از دیجیکالا سفارش دادم همراه لبتاب یه کوله پشتی سبک ایسوز و یه موس خوبی هم داره به صورت پیش فرض سیستم عامل لینوکس endless بر روی سیستم نصب هستش و میشه روش ویندوز هم نصب کرد بر خلاف مشخصات فنی دستگاه صفحه نمایش لبتاب مات هستش و کیفیت صفحه خیلی عالی دارد   البته مدل هایی با کیفیت hd هم تو بازار هست که پیشنهاد نمی کنم   دارای سی پیو چهار هسته ایه که سرعت فرکانس سی پیو به 2 5 هم می رسه   مدل pentium n4200  به علت کم مصرف بودن سی پیو این لبتاب می تونه تا 5 ساعت تو روز براتون کار کنه و اگه در حالت باطری بخواید بیشترین کار رو از لبتاب بکشید مثل بازی کردن 1 30 تا 2 ساعت جواب می ده فرکانس گرافیک اینتل این لبتاب 750 مگاهرتزه اگه مشخصات بازی های کامپیوتری نگاه کنید بازی هایی که حداقل گرافیک nvidia 8800gt  با فرکانس پردازش گرافیک 500  رو پیشنهاد می کنند رو می تونه اجرا کنه  cod mw3 رو لبتاب تست کردم به خوبی اجرا کرد ولی نباید زیاد انتظار اجرای بازی های جدید و سنگین رو داشته باشید به گفته سایت های دیگه این پردازنده می تونه فیلم هایی با کیفیت 4k رو هم اجرا کنه کیفیت کیبور خوبه داره اندازه پد موس هم مناسبه کیفیت اسپیکر های خوبی داره تو این رنج قیمت با این امکانات  لبتاب خیلی خوبیه و از خریدم راضیم ,80,1
اتو خوب و مناسبیه   رنگش عالیه و  نسبت به قیمتش بخاردهی خوبی داره ,80,1
بسیار قوی و با کیفیته و فقط باید مستقیم به پخش نصب بشه  اگه میخواید همیشه واستون کار کنه و کیفیت روز اولشو داشته باشه بی هیچ وجه مستقیم به امپلی وصل نکنید و به پخش وصل بشه من که از خریدم بسیار راضی هستم و به نظرم کیفیت این در مقایسه با s20 سری قدیم بیشتره باتشکر از دیجی کالا ,96,1
خیلی کرم پودر عالی و زیباییه بخصوص برای کسانی که صورتشون پوسته پوسته میشه بعد از کرم پودر مخملی پوشش دهی بالا رنگ عالی ,100,1
برای عکاسی خیلی خوبه ولی توی فیلم برداری صدای موتور فوکوس شنیده میشه و اگه میکروفون خارجی نصب کنید حل میشه فوکوس اتوماتیکش هم یه ذره خنگه که طبیعیه  ,96,1
حتما به کسایی که دنبال تلویزیون هایی با این سایز هستین خرید این تلویزیون هوشمند ال جی رو پیشنهاد میکنم شک نکنید ارزش خرید نسبت به قیمت رو داره ,96,1
